area_wk;tarefa_WK;descritivo;analista;data_aloc;inicio_wk;fim_wk;comp_est;comp_real;tempo_est_h;prazo_est;prazo_real;crit_aloc;resum_exec;data_envio;data_aval;retorno;status;xp_creditada
Contratos;Contrato de Mandato;;Davi;2026-01-02 09:01:00;2026-01-05 11:02:00.000000000;2026-01-06 11:02:00.000000000;3,0;;8,0;2026-01-06 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Monitoramento regulatório (LGPD, IA, plataformas, cibersegurança);;Esaú;2026-01-02 09:02:00;2026-01-02 09:02:00.000000000;2026-01-05 09:01:59.999999999;3,0;;8,0;2026-01-05 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Interface com áreas de produto, tecnologia e negócios;;Caim;2026-01-02 09:03:00;2026-01-06 09:09:00.000000000;2026-01-06 11:09:00.000000000;1,0;;2,0;2026-01-06 11:09:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Elaboração e revisão de atas;;Isaque;2026-01-02 09:04:00;2026-01-05 09:10:00.000000000;2026-01-06 09:10:00.000000000;3,0;;8,0;2026-01-06 09:10:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Estruturação societária internacional;;Abel;2026-01-02 09:05:00;2026-01-02 09:05:00.000000000;2026-01-07 09:04:59.999999999;5,0;;24,0;2026-01-07 09:04:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de trabalho;;Adão;2026-01-02 09:06:00;2026-01-06 09:00:59.999999999;2026-01-06 11:00:59.999999999;1,0;;2,0;2026-01-06 11:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de passivos;;Abraão;2026-01-02 09:07:00;2026-01-02 09:07:00.000000000;2026-01-02 11:07:00.000000000;1,0;;2,0;2026-01-02 11:07:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Licenciamento de Software;;Adão;2026-01-02 09:08:00;2026-01-06 11:00:59.999999999;2026-01-08 11:00:59.999999999;4,0;;16,0;2026-01-08 11:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Tradução da norma para áreas de negócio, compliance e produto;;Caim;2026-01-02 09:09:00;2026-01-06 11:09:00.000000000;2026-01-07 11:09:00.000000000;3,0;;8,0;2026-01-07 11:09:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Locação;;Davi;2026-01-02 09:10:00;2026-01-06 11:02:00.000000000;2026-01-07 11:02:00.000000000;3,0;;8,0;2026-01-07 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Apoio jurídico a emissões de valores mobiliários;;Jacó;2026-01-02 09:11:00;2026-01-02 09:11:00.000000000;2026-01-02 11:11:00.000000000;1,0;;2,0;2026-01-02 11:11:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Preparação de reuniões, materiais, pautas e apreentações;;Isaque;2026-01-02 09:12:00;2026-01-06 09:10:00.000000000;2026-01-06 11:10:00.000000000;1,0;;2,0;2026-01-06 11:10:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Joint Venture;;Davi;2026-01-02 09:13:00;2026-01-07 11:02:00.000000000;2026-01-12 11:01:59.999999999;5,0;;24,0;2026-01-12 11:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Transferência de Tecnologia;;Adão;2026-01-02 09:14:00;2026-01-08 11:00:59.999999999;2026-01-09 11:01:00.000000000;3,0;;8,0;2026-01-09 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Representação Comercial;;Adão;2026-01-05 09:00:00;2026-01-09 11:01:00.000000000;2026-01-12 11:01:00.000000000;3,0;;8,0;2026-01-12 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Revisão concorrencial de documentos;;Abraão;2026-01-05 09:01:00;2026-01-05 09:01:00.000000000;2026-01-06 09:00:59.999999999;3,0;;8,0;2026-01-06 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Avaliação jurídica de campanhas de marketing digital;;Esaú;2026-01-05 09:02:00;2026-01-05 09:02:00.000000000;2026-01-05 11:02:00.000000000;1,0;;2,0;2026-01-05 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contencioso;Estratégia processual;;Noé;2026-01-05 09:03:00;2026-01-05 09:03:00.000000000;2026-01-05 11:03:00.000000000;1,0;;2,0;2026-01-05 11:03:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Adão;2026-01-05 09:04:00;2026-01-12 11:01:00.000000000;2026-01-13 11:01:00.000000000;3,0;;8,0;2026-01-13 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contratos de Seguros ou Previdência;;Davi;2026-01-05 09:05:00;2026-01-12 11:01:59.999999999;2026-01-13 11:02:00.000000000;3,0;;8,0;2026-01-13 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Revisão de documentos de disclosure;;Jacó;2026-01-05 09:06:00;2026-01-05 09:06:00.000000000;2026-01-06 09:05:59.999999999;3,0;;8,0;2026-01-06 09:05:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de Advisors e Governança da Operação;;Abraão;2026-01-05 09:07:00;2026-01-06 09:00:59.999999999;2026-01-07 09:00:59.999999999;3,0;;8,0;2026-01-07 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Acompanhamento de planos de mitigação;;Isaque;2026-01-05 09:08:00;2026-01-06 11:10:00.000000000;2026-01-06 13:10:00.000000000;1,0;;2,0;2026-01-06 13:10:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Atualização de Contrato Social / Estatuto;;Eva;2026-01-05 09:09:00;2026-01-06 11:03:59.999999999;2026-01-07 11:03:59.999999999;3,0;;8,0;2026-01-07 11:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Comunicação de incidentes às autoridades competentes;;Esaú;2026-01-05 09:10:00;2026-01-05 11:02:00.000000000;2026-01-05 13:02:00.000000000;1,0;;2,0;2026-01-05 13:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Apoio a programas de prevenção à lavagem de dinheiro (PLD/FT);;Jacó;2026-01-05 09:11:00;2026-01-06 09:05:59.999999999;2026-01-06 11:05:59.999999999;1,0;;2,0;2026-01-06 11:05:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Representação Comercial;;Adão;2026-01-05 09:12:00;2026-01-13 11:01:00.000000000;2026-01-14 11:01:00.000000000;3,0;;8,0;2026-01-14 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Contencioso Administrativo Concorrencial;;Noé;2026-01-05 09:13:00;2026-01-05 11:03:00.000000000;2026-01-07 11:03:00.000000000;4,0;;16,0;2026-01-07 11:03:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Análise de cláusulas de tratamento, compartilhamento e transferência de dados;;Esaú;2026-01-05 09:14:00;2026-01-05 13:02:00.000000000;2026-01-06 09:01:59.999999999;2,0;;4,0;2026-01-06 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Acordo de Sócios / Acionistas;;Abraão;2026-01-06 09:00:00;2026-01-07 09:00:59.999999999;2026-01-08 09:00:59.999999999;3,0;;8,0;2026-01-08 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Outros tipos contratuais;;Davi;2026-01-06 09:01:00;2026-01-13 11:02:00.000000000;2026-01-14 11:02:00.000000000;3,0;;8,0;2026-01-14 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Revisão de documentos de disclosure;;Jacó;2026-01-06 09:02:00;2026-01-06 11:05:59.999999999;2026-01-07 11:05:59.999999999;3,0;;8,0;2026-01-07 11:05:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de prestação de serviços;;Adão;2026-01-06 09:03:00;2026-01-14 11:01:00.000000000;2026-01-15 11:01:00.000000000;3,0;;8,0;2026-01-15 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Programa de Compliance Concorrencial;;Esaú;2026-01-06 09:04:00;2026-01-06 09:04:00.000000000;2026-01-07 09:03:59.999999999;3,0;;8,0;2026-01-07 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Apoio jurídico ao Encarregado/DPO;;Esaú;2026-01-06 09:05:00;2026-01-07 09:03:59.999999999;2026-01-07 11:03:59.999999999;1,0;;2,0;2026-01-07 11:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Análise regulatória de modelos inovadores (open finance, cripto, tokenização);;Caim;2026-01-06 09:06:00;2026-01-07 11:09:00.000000000;2026-01-08 11:09:00.000000000;3,0;;8,0;2026-01-08 11:09:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Transferência de Tecnologia;;Davi;2026-01-06 09:07:00;2026-01-14 11:02:00.000000000;2026-01-15 11:02:00.000000000;3,0;;8,0;2026-01-15 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Gestão de canal de dúvidas;;Isaque;2026-01-06 09:08:00;2026-01-06 13:10:00.000000000;2026-01-06 15:10:00.000000000;1,0;;2,0;2026-01-06 15:10:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Elaboração de pareceres e notas técnicas internas;;Caim;2026-01-06 09:09:00;2026-01-08 11:09:00.000000000;2026-01-09 11:09:00.000000000;3,0;;8,0;2026-01-09 11:09:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Avaliação de uso de IA, algoritmos e automação;;Esaú;2026-01-06 09:10:00;2026-01-07 11:03:59.999999999;2026-01-07 13:03:59.999999999;1,0;;2,0;2026-01-07 13:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contratos Administrativos;;Adão;2026-01-06 09:11:00;2026-01-15 11:01:00.000000000;2026-01-16 11:01:00.000000000;3,0;;8,0;2026-01-16 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Estruturação de veículos societários (SPVs);;Abel;2026-01-06 09:12:00;2026-01-07 09:04:59.999999999;2026-01-12 09:04:59.999999999;5,0;;24,0;2026-01-12 09:04:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Mútuo, Doação ou Comodato;;Davi;2026-01-06 09:13:00;2026-01-15 11:02:00.000000000;2026-01-16 11:02:00.000000000;3,0;;8,0;2026-01-16 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Mandato;;Adão;2026-01-06 09:14:00;2026-01-16 11:01:00.000000000;2026-01-19 11:01:00.000000000;3,0;;8,0;2026-01-19 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Acordo de Sócios / Acionistas;;Eva;2026-01-07 09:00:00;2026-01-07 11:03:59.999999999;2026-01-08 11:03:59.999999999;3,0;;8,0;2026-01-08 11:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Treinamentos corporativos;;Isaque;2026-01-07 09:01:00;2026-01-07 09:01:00.000000000;2026-01-07 11:01:00.000000000;1,0;;2,0;2026-01-07 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Davi;2026-01-07 09:02:00;2026-01-16 11:02:00.000000000;2026-01-19 11:02:00.000000000;3,0;;8,0;2026-01-19 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Outros tipos contratuais;;Adão;2026-01-07 09:03:00;2026-01-19 11:01:00.000000000;2026-01-20 11:01:00.000000000;3,0;;8,0;2026-01-20 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Joint Venture;;Davi;2026-01-07 09:04:00;2026-01-19 11:02:00.000000000;2026-01-22 11:01:59.999999999;5,0;;24,0;2026-01-22 11:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Licença de Uso de Marca;;Adão;2026-01-07 09:05:00;2026-01-20 11:01:00.000000000;2026-01-21 11:01:00.000000000;3,0;;8,0;2026-01-21 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Revisão concorrencial de documentos;;Isaque;2026-01-07 09:06:00;2026-01-07 11:01:00.000000000;2026-01-08 11:01:00.000000000;3,0;;8,0;2026-01-08 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Mandato;;Adão;2026-01-07 09:07:00;2026-01-21 11:01:00.000000000;2026-01-22 11:01:00.000000000;3,0;;8,0;2026-01-22 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão jurídica do encerramento de operações;;Abraão;2026-01-07 09:08:00;2026-01-08 09:00:59.999999999;2026-01-08 11:00:59.999999999;1,0;;2,0;2026-01-08 11:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contratos Financeiros ou Bancários;;Adão;2026-01-07 09:09:00;2026-01-22 11:01:00.000000000;2026-01-23 11:01:00.000000000;3,0;;8,0;2026-01-23 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Estruturação de framework de riscos;;Isaque;2026-01-07 09:10:00;2026-01-08 11:01:00.000000000;2026-01-13 11:00:59.999999999;5,0;;24,0;2026-01-13 11:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Mandato;;Davi;2026-01-07 09:11:00;2026-01-22 11:01:59.999999999;2026-01-23 11:02:00.000000000;3,0;;8,0;2026-01-23 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Propriedade intelectual;Gestão de depósitos, acompanhamentos e prazos;;Noé;2026-01-07 09:12:00;2026-01-07 11:03:00.000000000;2026-01-07 13:03:00.000000000;1,0;;2,0;2026-01-07 13:03:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Interface direta com equipes técnicas dos reguladores;;Caim;2026-01-07 09:13:00;2026-01-09 11:09:00.000000000;2026-01-12 11:09:00.000000000;3,0;;8,0;2026-01-12 11:09:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Licença de Uso de Marca;;Adão;2026-01-07 09:14:00;2026-01-23 11:01:00.000000000;2026-01-26 11:01:00.000000000;3,0;;8,0;2026-01-26 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Transferência de Tecnologia;;Davi;2026-01-08 09:00:00;2026-01-23 11:02:00.000000000;2026-01-26 11:02:00.000000000;3,0;;8,0;2026-01-26 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Mandato;;Adão;2026-01-08 09:01:00;2026-01-26 11:01:00.000000000;2026-01-27 11:01:00.000000000;3,0;;8,0;2026-01-27 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Estruturação de framework de riscos;;Isaque;2026-01-08 09:02:00;2026-01-13 11:00:59.999999999;2026-01-16 11:00:59.999999999;5,0;;24,0;2026-01-16 11:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Apoio em auditorias internas e externas;;Jacó;2026-01-08 09:03:00;2026-01-08 09:03:00.000000000;2026-01-09 09:02:59.999999999;3,0;;8,0;2026-01-09 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de SaaS;;Davi;2026-01-08 09:04:00;2026-01-26 11:02:00.000000000;2026-01-27 11:02:00.000000000;3,0;;8,0;2026-01-27 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Atos perante Junta Comercial;;Abraão;2026-01-08 09:05:00;2026-01-08 11:00:59.999999999;2026-01-08 13:00:59.999999999;1,0;;2,0;2026-01-08 13:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Propriedade intelectual;Combate à pirataria, concorrência desleal e uso indevido;;Esaú;2026-01-08 09:06:00;2026-01-08 09:06:00.000000000;2026-01-08 13:06:00.000000000;2,0;;4,0;2026-01-08 13:06:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Propriedade intelectual;Apoio na prevenção de vazamento de informações estratégicas;;Noé;2026-01-08 09:07:00;2026-01-08 09:07:00.000000000;2026-01-08 11:07:00.000000000;1,0;;2,0;2026-01-08 11:07:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de SaaS;;Adão;2026-01-08 09:08:00;2026-01-27 11:01:00.000000000;2026-01-28 11:01:00.000000000;3,0;;8,0;2026-01-28 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Apoio jurídico ao Encarregado/DPO;;Esaú;2026-01-08 09:09:00;2026-01-08 13:06:00.000000000;2026-01-08 15:06:00.000000000;1,0;;2,0;2026-01-08 15:06:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contratos Administrativos;;Davi;2026-01-08 09:10:00;2026-01-27 11:02:00.000000000;2026-01-28 11:02:00.000000000;3,0;;8,0;2026-01-28 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Letter of Intent;;Adão;2026-01-08 09:11:00;2026-01-28 11:01:00.000000000;2026-01-28 13:01:00.000000000;1,0;;2,0;2026-01-28 13:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Política de Conflito de Interesses e de Partes Relacionadas;;Isaque;2026-01-08 09:12:00;2026-01-16 11:00:59.999999999;2026-01-19 11:01:00.000000000;3,0;;8,0;2026-01-19 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Mútuo, Doação ou Comodato;;Davi;2026-01-08 09:13:00;2026-01-28 11:02:00.000000000;2026-01-29 11:02:00.000000000;3,0;;8,0;2026-01-29 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Regularização societária;;Eva;2026-01-08 09:14:00;2026-01-08 11:03:59.999999999;2026-01-09 11:03:59.999999999;3,0;;8,0;2026-01-09 11:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Alterações cadastrais e societárias perante CVM e BCB;;Caim;2026-01-09 09:00:00;2026-01-12 11:09:00.000000000;2026-01-12 13:09:00.000000000;1,0;;2,0;2026-01-12 13:09:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Trabalhista;Revisão de políticas internas e regulamentos;;Abraão;2026-01-09 09:01:00;2026-01-09 09:01:00.000000000;2026-01-12 09:00:59.999999999;3,0;;8,0;2026-01-12 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Monitoramento regulatório e jurisprudencial;;Esaú;2026-01-09 09:02:00;2026-01-09 09:02:00.000000000;2026-01-12 09:01:59.999999999;3,0;;8,0;2026-01-12 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Closing da operação;;Eva;2026-01-09 09:03:00;2026-01-09 11:03:59.999999999;2026-01-09 13:03:59.999999999;1,0;;2,0;2026-01-09 13:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contencioso;Elaboração de recursos;;Noé;2026-01-09 09:04:00;2026-01-09 09:04:00.000000000;2026-01-13 09:03:59.999999999;4,0;;16,0;2026-01-13 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
