area_wk;tarefa_WK;descritivo;analista;data_aloc;inicio_wk;fim_wk;comp_est;comp_real;tempo_est_h;prazo_est;prazo_real;crit_aloc;resum_exec;data_envio;data_aval;retorno;status;xp_creditada;score_ahp_escolhido;aprendizado_norm_escolhido;especializacao_norm_escolhido;workload_norm_escolhido;contrib_aprendizagem_escolhido;contrib_especializacao_escolhido;contrib_workload_escolhido
Contratos;Contrato de Mútuo, Doação ou Comodato;;Adão;2026-01-01 09:11:00;2026-01-01 11:02:00.000000000;2026-01-02 11:02:00.000000000;3,0;;8,0;2026-01-02 11:02:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Gestão de earn-outs, ajustes de preço e garantias;;Caim;2026-01-01 09:12:00;2026-01-01 11:03:00.000000000;2026-01-01 13:03:00.000000000;1,0;;2,0;2026-01-01 13:03:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Davi;2026-01-01 09:13:00;2026-01-01 11:04:00.000000000;2026-01-02 11:03:59.999999999;3,0;;8,0;2026-01-02 11:03:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Mútuo, Doação ou Comodato;;Esaú;2026-01-01 09:14:00;2026-01-01 11:05:00.000000000;2026-01-02 11:04:59.999999999;3,0;;8,0;2026-01-02 11:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Due diligence;;Jacó;2026-01-02 09:00:00;2026-01-02 09:00:00.000000000;2026-01-06 17:00:00.000000000;5,0;;24,0;2026-01-06 17:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Mandato;;Abraão;2026-01-02 09:01:00;2026-01-02 09:01:00.000000000;2026-01-05 09:00:59.999999999;3,0;;8,0;2026-01-05 09:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Regulatório;Apoio jurídico em temas de capital mínimo e patrimônio de referência;;Abel;2026-01-02 09:02:00;2026-01-02 09:02:00.000000000;2026-01-02 11:02:00.000000000;1,0;;2,0;2026-01-02 11:02:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Integração societária;;Jacó;2026-01-02 09:03:00;2026-01-07 09:00:00.000000000;2026-01-07 11:00:00.000000000;1,0;;2,0;2026-01-07 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Societário;Consolidação das versões finais dos documentos;;Jacó;2026-01-02 09:04:00;2026-01-07 11:00:00.000000000;2026-01-07 13:00:00.000000000;1,0;;2,0;2026-01-07 13:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Societário;Estruturação societária internacional;;Jacó;2026-01-02 09:05:00;2026-01-07 13:00:00.000000000;2026-01-12 13:00:00.000000000;5,0;;24,0;2026-01-12 13:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Contrato de trabalho;;Abraão;2026-01-02 09:06:00;2026-01-05 09:00:59.999999999;2026-01-05 11:00:59.999999999;1,0;;2,0;2026-01-05 11:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9761765067263385;1,0;1,0;0,8474630700117747;0,6586441863669917;0,1851740071976712;0,13235831316167554
Societário;Gestão de passivos;;Jacó;2026-01-02 09:07:00;2026-01-12 13:00:00.000000000;2026-01-12 15:00:00.000000000;1,0;;2,0;2026-01-12 15:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Direito digital;Análise de responsabilidades em falhas de segurança;;Caim;2026-01-02 09:08:00;2026-01-02 09:08:00.000000000;2026-01-02 11:08:00.000000000;1,0;;2,0;2026-01-02 11:08:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Integração societária;;Noé;2026-01-02 09:09:00;2026-01-02 09:09:00.000000000;2026-01-02 11:09:00.000000000;1,0;;2,0;2026-01-02 11:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Direito digital;Avaliação de bases legais para tratamento de dados;;Isaque;2026-01-02 09:10:00;2026-01-02 09:10:00.000000000;2026-01-02 13:10:00.000000000;2,0;;4,0;2026-01-02 13:10:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Acordo de Sócios / Acionistas;;Noé;2026-01-02 09:11:00;2026-01-02 11:09:00.000000000;2026-01-05 11:09:00.000000000;3,0;;8,0;2026-01-05 11:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9996493673364184;1,0;1,0;0,9977549711353432;0,6586441863669917;0,1851740071976712;0,15583117377175554
Societário;SPA / SHA e documentos correlatos;;Noé;2026-01-02 09:12:00;2026-01-05 11:09:00.000000000;2026-01-05 13:09:00.000000000;1,0;;2,0;2026-01-05 13:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9756059846908245;1,0;1,0;0,8438101347017318;0,6586441863669917;0,1851740071976712;0,13178779112616162
Contratos;Contrato de Joint Venture;;Isaque;2026-01-02 09:13:00;2026-01-02 13:10:00.000000000;2026-01-07 13:10:00.000000000;5,0;;24,0;2026-01-07 13:10:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9935884312945084;1,0;1,0;0,9589480436177037;0,6586441863669917;0,1851740071976712;0,1497702377298454
Contratos;Contrato de Transferência de Tecnologia;;Abraão;2026-01-02 09:14:00;2026-01-05 11:00:59.999999999;2026-01-06 11:01:00.000000000;3,0;;8,0;2026-01-06 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9760067077357526;1,0;1,0;0,8463758819809707;0,6586441863669917;0,1851740071976712;0,13218851417108968
Direito financeiro;Revisão de contratos bancários padrão;;Abel;2026-01-05 09:00:00;2026-01-05 09:00:00.000000000;2026-01-05 17:00:00.000000000;3,0;;8,0;2026-01-05 17:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Concorrencial;Revisão concorrencial de documentos;;Adão;2026-01-05 09:01:00;2026-01-05 09:01:00.000000000;2026-01-06 09:00:59.999999999;3,0;;8,0;2026-01-06 09:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Integração societária;;Noé;2026-01-05 09:02:00;2026-01-05 13:09:00.000000000;2026-01-05 15:09:00.000000000;1,0;;2,0;2026-01-05 15:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9860127243692791;1,0;1,0;0,9104423495286439;0,6586441863669917;0,1851740071976712;0,1421945308046162
Contratos;Contrato de Licenciamento de Software;;Abraão;2026-01-05 09:03:00;2026-01-06 11:01:00.000000000;2026-01-08 11:00:59.999999999;4,0;;16,0;2026-01-08 11:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9661237866355719;1,0;1,0;0,7830975698283158;0,6586441863669917;0,1851740071976712;0,12230559307090891
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Abraão;2026-01-05 09:04:00;2026-01-08 11:00:59.999999999;2026-01-09 11:01:00.000000000;3,0;;8,0;2026-01-09 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9117652131287313;1,0;1,0;0,43505079826439286;0,6586441863669917;0,1851740071976712;0,0679470195640683
Governança;Política de Governaça Corporativa;;Caim;2026-01-05 09:05:00;2026-01-05 09:05:00.000000000;2026-01-06 09:04:59.999999999;3,0;;8,0;2026-01-06 09:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Gestão de passivos;;Noé;2026-01-05 09:06:00;2026-01-05 15:09:00.000000000;2026-01-06 09:08:59.999999999;1,0;;2,0;2026-01-06 09:08:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9794139449034033;1,0;1,0;0,8681917211328977;0,6586441863669917;0,1851740071976712;0,13559575133874038
Societário;Gestão de Advisors e Governança da Operação;;Noé;2026-01-05 09:07:00;2026-01-06 09:08:59.999999999;2026-01-07 09:09:00.000000000;3,0;;8,0;2026-01-07 09:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9726554192873837;1,0;1,0;0,8249182709771159;0,6586441863669917;0,1851740071976712;0,12883722572272088
Societário;Regularização societária;;Noé;2026-01-05 09:08:00;2026-01-07 09:09:00.000000000;2026-01-08 09:09:00.000000000;3,0;;8,0;2026-01-08 09:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9454612223894044;1,0;1,0;0,6507994186046512;0,6586441863669917;0,1851740071976712;0,10164302882474156
Societário;Atualização de Contrato Social / Estatuto;;Noé;2026-01-05 09:09:00;2026-01-08 09:09:00.000000000;2026-01-09 09:09:00.000000000;3,0;;8,0;2026-01-09 09:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9182472550829206;1,0;1,0;0,4765539803707743;0,6586441863669917;0,1851740071976712;0,0744290615182577
Societário;Due diligence societária;;Noé;2026-01-05 09:10:00;2026-01-09 09:09:00.000000000;2026-01-14 09:08:59.999999999;5,0;;24,0;2026-01-14 09:08:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8910134958002138;1,0;1,0;0,3021818181818181;0,6586441863669917;0,1851740071976712;0,04719530223555095
Societário;Elaboração e negociação de LOI;;Noé;2026-01-05 09:11:00;2026-01-14 09:08:59.999999999;2026-01-15 09:09:00.000000000;3,0;;8,0;2026-01-15 09:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Regulatório;Análise de impactos regulatórios em operações, produtos e modelos de negócio;;Abel;2026-01-05 09:12:00;2026-01-06 09:00:00.000000000;2026-01-06 17:00:00.000000000;3,0;;8,0;2026-01-06 17:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9809504598874804;1,0;1,0;0,8780297107114934;0,6586441863669917;0,1851740071976712;0,1371322663228175
Concorrencial;Contencioso Administrativo Concorrencial;;Davi;2026-01-05 09:13:00;2026-01-05 09:13:00.000000000;2026-01-07 09:13:00.000000000;4,0;;16,0;2026-01-07 09:13:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Regulatório;Análise de impactos regulatórios em operações, produtos e modelos de negócio;;Abel;2026-01-05 09:14:00;2026-01-07 09:00:00.000000000;2026-01-07 17:00:00.000000000;3,0;;8,0;2026-01-07 17:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,961473796900175;1,0;1,0;0,7533246414602347;0,6586441863669917;0,1851740071976712;0,1176556033355121
Societário;Acordo de Sócios / Acionistas;;Noé;2026-01-06 09:00:00;2026-01-15 09:09:00.000000000;2026-01-16 09:09:00.000000000;3,0;;8,0;2026-01-16 09:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Regulatório;Análise de requisitos prudenciais e de liquidez;;Abel;2026-01-06 09:01:00;2026-01-08 09:00:00.000000000;2026-01-08 11:00:00.000000000;1,0;;2,0;2026-01-08 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9610763117536026;1,0;1,0;0,7507796257785464;0,6586441863669917;0,1851740071976712;0,11725811818893976
Societário;Atas de Reunião e Assembleia;;Noé;2026-01-06 09:02:00;2026-01-16 09:09:00.000000000;2026-01-16 13:09:00.000000000;2,0;;4,0;2026-01-16 13:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Propriedade intelectual;Avaliação de riscos em parcerias e projetos conjuntos;;Adão;2026-01-06 09:03:00;2026-01-06 09:03:00.000000000;2026-01-07 09:02:59.999999999;3,0;;8,0;2026-01-07 09:02:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contencioso;Acordos, Mediação e Soluções Alternativas;;Esaú;2026-01-06 09:04:00;2026-01-06 09:04:00.000000000;2026-01-07 09:03:59.999999999;3,0;;8,0;2026-01-07 09:03:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Gestão de conflitos societários;;Noé;2026-01-06 09:05:00;2026-01-16 13:09:00.000000000;2026-01-16 15:09:00.000000000;1,0;;2,0;2026-01-16 15:09:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Societário;Atos perante Junta Comercial;;Eva;2026-01-06 09:06:00;2026-01-06 09:06:00.000000000;2026-01-06 11:06:00.000000000;1,0;;2,0;2026-01-06 11:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Regulatório;Gestão de prazos regulatórios críticos;;Abel;2026-01-06 09:07:00;2026-01-08 11:00:00.000000000;2026-01-09 11:00:00.000000000;3,0;;8,0;2026-01-09 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9601182583755875;1,0;1,0;0,744645406948059;0,6586441863669917;0,1851740071976712;0,11630006481092459
Concorrencial;Gestão de canal de dúvidas;;Adão;2026-01-06 09:08:00;2026-01-07 09:02:59.999999999;2026-01-07 11:02:59.999999999;1,0;;2,0;2026-01-07 11:02:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,982340785990365;1,0;1,0;0,8869316829361538;0,6586441863669917;0,1851740071976712;0,13852259242570214
Societário;Organização de livros societários;;Eva;2026-01-06 09:09:00;2026-01-06 11:06:00.000000000;2026-01-06 13:06:00.000000000;1,0;;2,0;2026-01-06 13:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9956492211064442;1,0;1,0;0,9721428571428571;0,6586441863669917;0,1851740071976712;0,15183102754178127
Societário;Consolidação das versões finais dos documentos;;Eva;2026-01-06 09:10:00;2026-01-06 13:06:00.000000000;2026-01-06 15:06:00.000000000;1,0;;2,0;2026-01-06 15:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9912219799193285;1,0;1,0;0,9437961419385568;0,6586441863669917;0,1851740071976712;0,1474037863546656
Direito financeiro;Revisão de contratos bancários padrão;;Abel;2026-01-06 09:11:00;2026-01-09 11:00:00.000000000;2026-01-12 11:00:00.000000000;3,0;;8,0;2026-01-12 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9423712200647125;1,0;1,0;0,6310147689375893;0,6586441863669917;0,1851740071976712;0,09855302650004955
Societário;Estruturação de veículos societários (SPVs);;Eva;2026-01-06 09:12:00;2026-01-06 15:06:00.000000000;2026-01-09 15:06:00.000000000;5,0;;24,0;2026-01-09 15:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9868266953828665;1,0;1,0;0,9156540385989992;0,6586441863669917;0,1851740071976712;0,14300850181820357
Direito financeiro;Revisão de contratos bancários padrão;;Abel;2026-01-06 09:13:00;2026-01-12 11:00:00.000000000;2026-01-13 11:00:00.000000000;3,0;;8,0;2026-01-13 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9245518299226816;1,0;1,0;0,5169208770257389;0,6586441863669917;0,1851740071976712;0,08073363635801864
Direito financeiro;Implementação de políticas internas de compliance financeiro;;Abel;2026-01-06 09:14:00;2026-01-13 11:00:00.000000000;2026-01-14 11:00:00.000000000;3,0;;8,0;2026-01-14 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9067004512689023;1,0;1,0;0,40262216924910615;0,6586441863669917;0,1851740071976712;0,06288225770423943
Societário;Acordo de Sócios / Acionistas;;Eva;2026-01-07 09:00:00;2026-01-09 15:06:00.000000000;2026-01-12 15:06:00.000000000;3,0;;8,0;2026-01-12 15:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9307162176684666;0,9841339378199093;0,9821962088112164;0,6444086886564763;0,6481940967515378;0,18187720783993352;0,10064491307699519
Societário;Estruturação de veículos societários (SPVs);;Jacó;2026-01-07 09:01:00;2026-01-12 15:00:00.000000000;2026-01-15 15:00:00.000000000;5,0;;24,0;2026-01-15 15:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,924632223772218;1,0;1,0;0,5174356223175965;0,6586441863669917;0,1851740071976712;0,08081403020755507
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Abraão;2026-01-07 09:02:00;2026-01-09 11:01:00.000000000;2026-01-12 11:01:00.000000000;3,0;;8,0;2026-01-12 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,954783963203347;1,0;1,0;0,7104910115419014;0,6586441863669917;0,1851740071976712;0,11096576963868411
Regulatório;Gestão de prazos regulatórios críticos;;Abel;2026-01-07 09:03:00;2026-01-14 11:00:00.000000000;2026-01-15 11:00:00.000000000;3,0;;8,0;2026-01-15 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8944955429957747;1,0;1,0;0,324476650563607;0,6586441863669917;0,1851740071976712;0,05067734943111179
Contratos;Contrato de Joint Venture;;Abraão;2026-01-07 09:04:00;2026-01-12 11:01:00.000000000;2026-01-15 11:00:59.999999999;5,0;;24,0;2026-01-15 11:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9347181013108143;1,0;1,0;0,5820134228232662;0,6586441863669917;0,1851740071976712;0,09089990774615136
Contratos;Contrato de Licença de Uso de Marca;;Abraão;2026-01-07 09:05:00;2026-01-15 11:00:59.999999999;2026-01-16 11:01:00.000000000;3,0;;8,0;2026-01-16 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8743499752745255;1,0;1,0;0,19548872180898666;0,6586441863669917;0,1851740071976712;0,030531781709862617
Concorrencial;Revisão concorrencial de documentos;;Adão;2026-01-07 09:06:00;2026-01-07 11:02:59.999999999;2026-01-08 11:02:59.999999999;3,0;;8,0;2026-01-08 11:02:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9950917885172357;1,0;1,0;0,9685737308666845;0,6586441863669917;0,1851740071976712;0,1512735949525728
Regulatório;Apoio jurídico à governança de instituições reguladas;;Abel;2026-01-07 09:07:00;2026-01-15 11:00:00.000000000;2026-01-16 11:00:00.000000000;3,0;;8,0;2026-01-16 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8744083431862;1,0;1,0;0,19586243954862975;0,6586441863669917;0,1851740071976712;0,030590149621537006
