area_wk;tarefa_WK;descritivo;analista;data_aloc;inicio_wk;fim_wk;comp_est;comp_real;tempo_est_h;prazo_est;prazo_real;crit_aloc;resum_exec;data_envio;data_aval;retorno;status;xp_creditada
Contratos;Contrato de trabalho;;Davi;2026-01-07 09:01:00;2026-01-07 09:01:00.000000000;2026-01-07 11:01:00.000000000;1,0;;2,0;2026-01-07 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de passivos;;Abraão;2026-01-07 09:02:00;2026-01-07 09:02:00.000000000;2026-01-07 11:02:00.000000000;1,0;;2,0;2026-01-07 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Análise de responsabilidades em falhas de segurança;;Esaú;2026-01-07 09:03:00;2026-01-07 09:03:00.000000000;2026-01-07 11:03:00.000000000;1,0;;2,0;2026-01-07 11:03:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Integração societária;;Abraão;2026-01-07 09:04:00;2026-01-07 11:02:00.000000000;2026-01-07 13:02:00.000000000;1,0;;2,0;2026-01-07 13:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Avaliação de bases legais para tratamento de dados;;Esaú;2026-01-08 09:00:00;2026-01-08 09:00:00.000000000;2026-01-08 13:00:00.000000000;2,0;;4,0;2026-01-08 13:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Acordo de Sócios / Acionistas;;Abraão;2026-01-08 09:01:00;2026-01-08 09:01:00.000000000;2026-01-09 09:00:59.999999999;3,0;;8,0;2026-01-09 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;SPA / SHA e documentos correlatos;;Abel;2026-01-08 09:02:00;2026-01-09 09:00:00.000000000;2026-01-09 11:00:00.000000000;1,0;;2,0;2026-01-09 11:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Joint Venture;;Adão;2026-01-08 09:03:00;2026-01-08 09:03:00.000000000;2026-01-13 09:03:00.000000000;5,0;;24,0;2026-01-13 09:03:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Transferência de Tecnologia;;Davi;2026-01-08 09:04:00;2026-01-08 09:04:00.000000000;2026-01-09 09:03:59.999999999;3,0;;8,0;2026-01-09 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Revisão de contratos bancários padrão;;Jacó;2026-01-09 09:00:00;2026-01-09 09:00:00.000000000;2026-01-09 17:00:00.000000000;3,0;;8,0;2026-01-09 17:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Revisão concorrencial de documentos;;Abraão;2026-01-09 09:01:00;2026-01-09 09:01:00.000000000;2026-01-12 09:00:59.999999999;3,0;;8,0;2026-01-12 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Integração societária;;Abel;2026-01-09 09:02:00;2026-01-09 11:00:00.000000000;2026-01-09 13:00:00.000000000;1,0;;2,0;2026-01-09 13:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Licenciamento de Software;;Davi;2026-01-09 09:03:00;2026-01-09 09:03:59.999999999;2026-01-13 09:03:59.999999999;4,0;;16,0;2026-01-13 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Adão;2026-01-09 09:04:00;2026-01-13 09:03:00.000000000;2026-01-14 09:02:59.999999999;3,0;;8,0;2026-01-14 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Política de Governaça Corporativa;;Isaque;2026-01-12 09:00:00;2026-01-12 09:00:00.000000000;2026-01-12 17:00:00.000000000;3,0;;8,0;2026-01-12 17:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de passivos;;Abel;2026-01-12 09:01:00;2026-01-12 09:01:00.000000000;2026-01-12 11:01:00.000000000;1,0;;2,0;2026-01-12 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de Advisors e Governança da Operação;;Abraão;2026-01-12 09:02:00;2026-01-12 09:02:00.000000000;2026-01-13 09:01:59.999999999;3,0;;8,0;2026-01-13 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Regularização societária;;Eva;2026-01-12 09:03:00;2026-01-12 09:03:00.000000000;2026-01-13 09:02:59.999999999;3,0;;8,0;2026-01-13 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Atualização de Contrato Social / Estatuto;;Abel;2026-01-12 09:04:00;2026-01-12 11:01:00.000000000;2026-01-13 11:01:00.000000000;3,0;;8,0;2026-01-13 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Due diligence societária;;Abraão;2026-01-13 09:00:00;2026-01-13 09:01:59.999999999;2026-01-16 09:01:59.999999999;5,0;;24,0;2026-01-16 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Elaboração e negociação de LOI;;Eva;2026-01-13 09:01:00;2026-01-13 09:02:59.999999999;2026-01-14 09:02:59.999999999;3,0;;8,0;2026-01-14 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Análise de impactos regulatórios em operações, produtos e modelos de negócio;;Caim;2026-01-13 09:02:00;2026-01-13 09:02:00.000000000;2026-01-14 09:01:59.999999999;3,0;;8,0;2026-01-14 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Contencioso Administrativo Concorrencial;;Esaú;2026-01-13 09:03:00;2026-01-13 09:03:00.000000000;2026-01-15 09:03:00.000000000;4,0;;16,0;2026-01-15 09:03:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Análise de impactos regulatórios em operações, produtos e modelos de negócio;;Caim;2026-01-13 09:04:00;2026-01-14 09:01:59.999999999;2026-01-15 09:01:59.999999999;3,0;;8,0;2026-01-15 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Acordo de Sócios / Acionistas;;Abel;2026-01-14 09:00:00;2026-01-14 09:00:00.000000000;2026-01-14 17:00:00.000000000;3,0;;8,0;2026-01-14 17:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Análise de requisitos prudenciais e de liquidez;;Caim;2026-01-14 09:01:00;2026-01-15 09:01:59.999999999;2026-01-15 11:01:59.999999999;1,0;;2,0;2026-01-15 11:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Atas de Reunião e Assembleia;;Eva;2026-01-14 09:02:00;2026-01-14 09:02:59.999999999;2026-01-14 13:02:59.999999999;2,0;;4,0;2026-01-14 13:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Propriedade intelectual;Avaliação de riscos em parcerias e projetos conjuntos;;Adão;2026-01-14 09:03:00;2026-01-14 09:03:00.000000000;2026-01-15 09:02:59.999999999;3,0;;8,0;2026-01-15 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contencioso;Acordos, Mediação e Soluções Alternativas;;Noé;2026-01-14 09:04:00;2026-01-14 09:04:00.000000000;2026-01-15 09:03:59.999999999;3,0;;8,0;2026-01-15 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de conflitos societários;;Abel;2026-01-15 09:00:00;2026-01-15 09:00:00.000000000;2026-01-15 11:00:00.000000000;1,0;;2,0;2026-01-15 11:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Atos perante Junta Comercial;;Eva;2026-01-15 09:01:00;2026-01-15 09:01:00.000000000;2026-01-15 11:01:00.000000000;1,0;;2,0;2026-01-15 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Gestão de prazos regulatórios críticos;;Caim;2026-01-15 09:02:00;2026-01-15 11:01:59.999999999;2026-01-16 11:02:00.000000000;3,0;;8,0;2026-01-16 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Gestão de canal de dúvidas;;Adão;2026-01-15 09:03:00;2026-01-15 09:03:00.000000000;2026-01-15 11:03:00.000000000;1,0;;2,0;2026-01-15 11:03:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Organização de livros societários;;Abel;2026-01-15 09:04:00;2026-01-15 11:00:00.000000000;2026-01-15 13:00:00.000000000;1,0;;2,0;2026-01-15 13:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Consolidação das versões finais dos documentos;;Abel;2026-01-16 09:00:00;2026-01-16 09:00:00.000000000;2026-01-16 11:00:00.000000000;1,0;;2,0;2026-01-16 11:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Revisão de contratos bancários padrão;;Jacó;2026-01-16 09:01:00;2026-01-16 09:01:00.000000000;2026-01-19 09:00:59.999999999;3,0;;8,0;2026-01-19 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Estruturação de veículos societários (SPVs);;Abraão;2026-01-16 09:02:00;2026-01-16 09:02:00.000000000;2026-01-21 09:01:59.999999999;5,0;;24,0;2026-01-21 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Revisão de contratos bancários padrão;;Jacó;2026-01-16 09:03:00;2026-01-19 09:00:59.999999999;2026-01-20 09:00:59.999999999;3,0;;8,0;2026-01-20 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito financeiro;Implementação de políticas internas de compliance financeiro;;Jacó;2026-01-16 09:04:00;2026-01-20 09:00:59.999999999;2026-01-21 09:00:59.999999999;3,0;;8,0;2026-01-21 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Acordo de Sócios / Acionistas;;Abel;2026-01-19 09:00:00;2026-01-19 09:00:00.000000000;2026-01-19 17:00:00.000000000;3,0;;8,0;2026-01-19 17:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Estruturação de veículos societários (SPVs);;Eva;2026-01-19 09:01:00;2026-01-19 09:01:00.000000000;2026-01-22 09:00:59.999999999;5,0;;24,0;2026-01-22 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Adão;2026-01-19 09:02:00;2026-01-19 09:02:00.000000000;2026-01-20 09:01:59.999999999;3,0;;8,0;2026-01-20 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Gestão de prazos regulatórios críticos;;Caim;2026-01-19 09:03:00;2026-01-19 09:03:00.000000000;2026-01-20 09:02:59.999999999;3,0;;8,0;2026-01-20 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Joint Venture;;Davi;2026-01-19 09:04:00;2026-01-19 09:04:00.000000000;2026-01-22 09:03:59.999999999;5,0;;24,0;2026-01-22 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Licença de Uso de Marca;;Adão;2026-01-20 09:00:00;2026-01-20 09:01:59.999999999;2026-01-21 09:01:59.999999999;3,0;;8,0;2026-01-21 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Revisão concorrencial de documentos;;Abel;2026-01-20 09:01:00;2026-01-20 09:01:00.000000000;2026-01-21 09:00:59.999999999;3,0;;8,0;2026-01-21 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Apoio jurídico à governança de instituições reguladas;;Caim;2026-01-20 09:02:00;2026-01-20 09:02:59.999999999;2026-01-21 09:02:59.999999999;3,0;;8,0;2026-01-21 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão jurídica do encerramento de operações;;Abel;2026-01-20 09:03:00;2026-01-21 09:00:59.999999999;2026-01-21 11:00:59.999999999;1,0;;2,0;2026-01-21 11:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Avaliação periódica da efetividade da governança;;Isaque;2026-01-20 09:04:00;2026-01-20 09:04:00.000000000;2026-01-21 09:03:59.999999999;3,0;;8,0;2026-01-21 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de earn-outs, ajustes de preço e garantias;;Abraão;2026-01-21 09:00:00;2026-01-21 09:01:59.999999999;2026-01-21 11:01:59.999999999;1,0;;2,0;2026-01-21 11:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Análise de relatórios de impacto à proteção de dados (DPIA / RIPD);;Esaú;2026-01-21 09:01:00;2026-01-21 09:01:00.000000000;2026-01-21 11:01:00.000000000;1,0;;2,0;2026-01-21 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Consolidação das versões finais dos documentos;;Abel;2026-01-21 09:02:00;2026-01-21 11:00:59.999999999;2026-01-21 13:00:59.999999999;1,0;;2,0;2026-01-21 13:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de Advisors e Governança da Operação;;Abraão;2026-01-21 09:03:00;2026-01-21 11:01:59.999999999;2026-01-22 11:02:00.000000000;3,0;;8,0;2026-01-22 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Avaliação de fornecedores sob a ótica de privacidade (vendor assessment);;Esaú;2026-01-21 09:04:00;2026-01-21 11:01:00.000000000;2026-01-21 13:01:00.000000000;1,0;;2,0;2026-01-21 13:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Transferência de Tecnologia;;Adão;2026-01-22 09:00:00;2026-01-22 09:00:00.000000000;2026-01-22 17:00:00.000000000;3,0;;8,0;2026-01-22 17:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Governança;Gestão de documentos de governança;;Isaque;2026-01-22 09:01:00;2026-01-22 09:01:00.000000000;2026-01-23 09:00:59.999999999;3,0;;8,0;2026-01-23 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de Advisors e Governança da Operação;;Abel;2026-01-22 09:02:00;2026-01-22 09:02:00.000000000;2026-01-23 09:01:59.999999999;3,0;;8,0;2026-01-23 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão de Advisors e Governança da Operação;;Eva;2026-01-22 09:03:00;2026-01-22 09:03:00.000000000;2026-01-23 09:02:59.999999999;3,0;;8,0;2026-01-23 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Apoio em planos de resposta a incidentes;;Esaú;2026-01-22 09:04:00;2026-01-22 09:04:00.000000000;2026-01-22 11:04:00.000000000;1,0;;2,0;2026-01-22 11:04:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Atos perante Junta Comercial;;Abraão;2026-01-23 09:00:00;2026-01-23 09:00:00.000000000;2026-01-23 11:00:00.000000000;1,0;;2,0;2026-01-23 11:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão jurídica do encerramento de operações;;Abel;2026-01-23 09:01:00;2026-01-23 09:01:59.999999999;2026-01-23 11:01:59.999999999;1,0;;2,0;2026-01-23 11:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Elaboração e negociação de  SPA;;Eva;2026-01-23 09:02:00;2026-01-23 09:02:59.999999999;2026-01-26 09:02:59.999999999;3,0;;8,0;2026-01-26 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de SaaS;;Adão;2026-01-23 09:03:00;2026-01-23 09:03:00.000000000;2026-01-26 09:02:59.999999999;3,0;;8,0;2026-01-26 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Regulatório;Apoio jurídico em consultas públicas e audiências regulatórias;;Caim;2026-01-23 09:04:00;2026-01-23 09:04:00.000000000;2026-01-26 09:03:59.999999999;3,0;;8,0;2026-01-26 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Direito digital;Interface entre jurídico, TI e segurança da informação;;Esaú;2026-01-26 09:00:00;2026-01-26 09:00:00.000000000;2026-01-26 11:00:00.000000000;1,0;;2,0;2026-01-26 11:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Letter of Intent;;Davi;2026-01-26 09:01:00;2026-01-26 09:01:00.000000000;2026-01-26 11:01:00.000000000;1,0;;2,0;2026-01-26 11:01:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Gestão jurídica do encerramento de operações;;Abel;2026-01-26 09:02:00;2026-01-26 09:02:00.000000000;2026-01-26 11:02:00.000000000;1,0;;2,0;2026-01-26 11:02:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Mútuo, Doação ou Comodato;;Adão;2026-01-26 09:03:00;2026-01-26 09:03:00.000000000;2026-01-27 09:02:59.999999999;3,0;;8,0;2026-01-27 09:02:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Regularização societária;;Abraão;2026-01-26 09:04:00;2026-01-26 09:04:00.000000000;2026-01-27 09:03:59.999999999;3,0;;8,0;2026-01-27 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Aprovações regulatórias e concorrenciais;;Abel;2026-01-27 09:00:00;2026-01-27 09:00:00.000000000;2026-01-27 17:00:00.000000000;3,0;;8,0;2026-01-27 17:00:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Trabalhista;Revisão de políticas internas e regulamentos;;Caim;2026-01-27 09:01:00;2026-01-27 09:01:00.000000000;2026-01-28 09:00:59.999999999;3,0;;8,0;2026-01-28 09:00:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Concorrencial;Monitoramento regulatório e jurisprudencial;;Davi;2026-01-27 09:02:00;2026-01-27 09:02:00.000000000;2026-01-28 09:01:59.999999999;3,0;;8,0;2026-01-28 09:01:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Societário;Closing da operação;;Eva;2026-01-27 09:03:00;2026-01-27 09:03:00.000000000;2026-01-27 11:03:00.000000000;1,0;;2,0;2026-01-27 11:03:00.000000000;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
Contratos;Contrato de Joint Venture;;Adão;2026-01-27 09:04:00;2026-01-27 09:04:00.000000000;2026-01-30 09:03:59.999999999;5,0;;24,0;2026-01-30 09:03:59.999999999;;ESPECIALIZACAO + WORKLOAD_REMANESCENTE;;;;;CONCLUIDA;True
